,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
942,58GP77,KOSPI,KBGP77셀트헬스콜,,,,,,,
943,58GP78,KOSPI,KBGP78신한지주콜,,,,,,,
944,58GP79,KOSPI,KBGP79아모레콜,,,,,,,
945,58GP80,KOSPI,KBGP80아모레콜,,,,,,,
946,58GP81,KOSPI,KBGP81SK바이팜콜,,,,,,,
947,58GP82,KOSPI,KBGP82카카오콜,,,,,,,
948,58GP83,KOSPI,KBGP83카카오콜,,,,,,,
949,58GP84,KOSPI,KBGP84카카뱅크콜,,,,,,,
950,58GP85,KOSPI,KBGP85카카뱅크콜,,,,,,,
951,58GP86,KOSPI,KBGP86크래프톤콜,,,,,,,
952,58GP87,KOSPI,KBGP87크래프톤콜,,,,,,,
953,58GP88,KOSPI,KBGP88하나금융콜,,,,,,,
954,58GP89,KOSPI,KBGP89하나금융풋,,,,,,,
955,58GP90,KOSPI,KBGP90한국전력풋,,,,,,,
956,58GP91,KOSPI,KBGP91모비스콜,,,,,,,
957,58GP92,KOSPI,KBGP92현대제철콜,,,,,,,
958,58GP93,KOSPI,KBGP93현대차콜,,,,,,,
959,58GP94,KOSPI,KBGP94엘지디스콜,,,,,,,
960,58GP95,KOSPI,KBGP95LG이노텍콜,,,,,,,
961,58GP96,KOSPI,KBGP96네이버콜,,,,,,,
962,58GP97,KOSPI,KBGP97SK콜,,,,,,,
963,58GP98,KOSPI,KBGP98SK이노콜,,,,,,,
964,58GP99,KOSPI,KBGP99SK하이닉콜,,,,,,,
965,58GQ00,KOSPI,KBGQ00SK하이닉콜,,,,,,,
966,58GQ01,KOSPI,KBGQ01SK하이닉풋,,,,,,,
967,58GQ02,KOSPI,KBGQ02기아콜,,,,,,,
968,58GQ03,KOSPI,KBGQ03넷마블콜,,,,,,,
969,58GQ04,KOSPI,KBGQ04녹십자콜,,,,,,,
970,58GQ05,KOSPI,KBGQ05삼성물산콜,,,,,,,
971,58GQ06,KOSPI,KBGQ06삼성바이콜,,,,,,,
972,58GQ07,KOSPI,KBGQ07삼성전자콜,,,,,,,
973,58GQ08,KOSPI,KBGQ08삼성전자콜,,,,,,,
974,58GQ09,KOSPI,KBGQ09삼성전자풋,,,,,,,
975,58GQ10,KOSPI,KBGQ10셀트리온콜,,,,,,,
976,58GQ11,KOSPI,KBGQ11셀트리온풋,,,,,,,
977,58GQ12,KOSPI,KBGQ12아모레콜,,,,,,,
978,58GQ13,KOSPI,KBGQ13아모레풋,,,,,,,
979,58GQ14,KOSPI,KBGQ14NC소프트콜,,,,,,,
980,58GQ15,KOSPI,KBGQ15카카오콜,,,,,,,
981,58GQ16,KOSPI,KBGQ16카카오콜,,,,,,,
982,58GQ17,KOSPI,KBGQ17카카오풋,,,,,,,
983,58GQ18,KOSPI,KBGQ18카카뱅크콜,,,,,,,
984,58GQ19,KOSPI,KBGQ19카카뱅크콜,,,,,,,
985,58GQ20,KOSPI,KBGQ20한국조선콜,,,,,,,
986,58GQ21,KOSPI,KBGQ21현대차콜,,,,,,,
987,58GQ22,KOSPI,KBGQ22LG화학콜,,,,,,,
988,58GQ23,KOSPI,KBGQ23네이버콜,,,,,,,
989,58GQ24,KOSPI,KBGQ24네이버풋,,,,,,,
990,58GQ25,KOSPI,KBGQ25POSCO콜,,,,,,,
991,58GQ26,KOSPI,KBGQ26SK하이닉콜,,,,,,,
992,58GQ27,KOSPI,KBGQ27삼성SDI콜,,,,,,,
993,58GQ28,KOSPI,KBGQ28삼성전자콜,,,,,,,
994,58GQ29,KOSPI,KBGQ29삼성전자콜,,,,,,,
995,58GQ30,KOSPI,KBGQ30삼성전자콜,,,,,,,
996,58GQ31,KOSPI,KBGQ31삼성전자풋,,,,,,,
997,58GQ32,KOSPI,KBGQ32셀트리온콜,,,,,,,
998,58GQ33,KOSPI,KBGQ33카카오콜,,,,,,,
999,58GQ34,KOSPI,KBGQ34카카뱅크콜,,,,,,,
1000,58GQ35,KOSPI,KBGQ35모비스콜,,,,,,,
1001,58GQ36,KOSPI,KBGQ36기아콜,,,,,,,
1002,58GQ37,KOSPI,KBGQ37삼성전자콜,,,,,,,
1003,58GQ38,KOSPI,KBGQ38삼성전자콜,,,,,,,
1004,58GQ39,KOSPI,KBGQ39삼성전자콜,,,,,,,
1005,58GQ40,KOSPI,KBGQ40신한지주콜,,,,,,,
1006,58GQ41,KOSPI,KBGQ41현대차콜,,,,,,,
1007,58GQ42,KOSPI,KBGQ42삼성엔지콜,,,,,,,
1008,58GQ43,KOSPI,KBGQ43하나금융콜,,,,,,,
1009,58GQ44,KOSPI,KBGQ44기아콜,,,,,,,
1010,58GQ45,KOSPI,KBGQ45신한지주콜,,,,,,,
1011,58GQ46,KOSPI,KBGQ46KOSPI200콜,,,,,,,
1012,58GQ47,KOSPI,KBGQ47KOSPI200콜,,,,,,,
1013,58GQ48,KOSPI,KBGQ48KOSPI200콜,,,,,,,
1014,58GQ49,KOSPI,KBGQ49KOSPI200콜,,,,,,,
1015,58GQ50,KOSPI,KBGQ50KOSPI200콜,,,,,,,
1016,58GQ51,KOSPI,KBGQ51KOSPI200콜,,,,,,,
1017,58GQ52,KOSPI,KBGQ52KOSPI200콜,,,,,,,
1018,58GQ53,KOSPI,KBGQ53KOSPI200콜,,,,,,,
1019,58GQ54,KOSPI,KBGQ54KOSPI200콜,,,,,,,
1020,58GQ55,KOSPI,KBGQ55KOSPI200콜,,,,,,,
1021,58GQ56,KOSPI,KBGQ56KOSPI200콜,,,,,,,
1022,58GQ57,KOSPI,KBGQ57KOSPI200콜,,,,,,,
1023,58GQ58,KOSPI,KBGQ58KOSPI200콜,,,,,,,
1024,58GQ59,KOSPI,KBGQ59KOSPI200콜,,,,,,,
1025,58GQ60,KOSPI,KBGQ60KOSPI200풋,,,,,,,
1026,58GQ61,KOSPI,KBGQ61KOSPI200풋,,,,,,,
1027,58GQ62,KOSPI,KBGQ62KOSPI200풋,,,,,,,
1028,58GQ63,KOSPI,KBGQ63KOSPI200풋,,,,,,,
1029,58GQ64,KOSPI,KBGQ64KOSPI200풋,,,,,,,
1030,58GQ65,KOSPI,KBGQ65KOSPI200풋,,,,,,,
1031,58GQ66,KOSPI,KBGQ66KOSPI200풋,,,,,,,
1032,58GQ67,KOSPI,KBGQ67KOSPI200풋,,,,,,,
1033,58GQ68,KOSPI,KBGQ68KOSPI200풋,,,,,,,
1034,58GQ69,KOSPI,KBGQ69KOSPI200풋,,,,,,,
1035,58GQ70,KOSPI,KBGQ70KOSPI200풋,,,,,,,
1036,58GQ71,KOSPI,KBGQ71KOSPI200풋,,,,,,,
1037,58GQ72,KOSPI,KBGQ72KOSPI200풋,,,,,,,
1038,58GQ73,KOSPI,KBGQ73KOSPI200풋,,,,,,,
1039,58GQ74,KOSPI,KBGQ74KOSPI200풋,,,,,,,
1040,58GQ75,KOSPI,KBGQ75KOSPI200풋,,,,,,,
1041,58GQ76,KOSPI,KBGQ76KOSPI200풋,,,,,,,
1042,58GQ77,KOSPI,KBGQ77KOSPI200콜,,,,,,,
1043,58GQ78,KOSPI,KBGQ78KOSPI200콜,,,,,,,
1044,58GQ79,KOSPI,KBGQ79KOSPI200콜,,,,,,,
1045,58GQ80,KOSPI,KBGQ80KOSPI200콜,,,,,,,
1046,58GQ81,KOSPI,KBGQ81KOSPI200콜,,,,,,,
1047,58GQ82,KOSPI,KBGQ82KOSPI200콜,,,,,,,
1048,58GQ83,KOSPI,KBGQ83KOSPI200콜,,,,,,,
1049,58GQ84,KOSPI,KBGQ84KOSPI200콜,,,,,,,
1050,58GQ85,KOSPI,KBGQ85KOSPI200콜,,,,,,,
1051,58GQ86,KOSPI,KBGQ86KOSPI200콜,,,,,,,
1052,58GQ87,KOSPI,KBGQ87KOSPI200콜,,,,,,,
1053,58GQ88,KOSPI,KBGQ88KOSPI200콜,,,,,,,
1054,58GQ89,KOSPI,KBGQ89KOSPI200콜,,,,,,,
1055,58GQ90,KOSPI,KBGQ90KOSPI200콜,,,,,,,
1056,58GQ91,KOSPI,KBGQ91KOSPI200콜,,,,,,,
1057,58GQ92,KOSPI,KBGQ92KOSPI200콜,,,,,,,
1058,58GQ93,KOSPI,KBGQ93KOSPI200콜,,,,,,,
1059,58GQ94,KOSPI,KBGQ94KOSPI200콜,,,,,,,
1060,58GQ95,KOSPI,KBGQ95KOSPI200콜,,,,,,,
1061,58GQ96,KOSPI,KBGQ96KOSPI200콜,,,,,,,
1062,58GQ97,KOSPI,KBGQ97KOSPI200콜,,,,,,,
1063,58GQ98,KOSPI,KBGQ98KOSPI200풋,,,,,,,
1064,58GQ99,KOSPI,KBGQ99KOSPI200풋,,,,,,,
1065,58GR00,KOSPI,KBGR00KOSPI200풋,,,,,,,
1066,58GR01,KOSPI,KBGR01KOSPI200풋,,,,,,,
1067,58GR02,KOSPI,KBGR02KOSPI200풋,,,,,,,
1068,58GR03,KOSPI,KBGR03KOSPI200풋,,,,,,,
1069,58GR04,KOSPI,KBGR04KOSPI200풋,,,,,,,
1070,58GR05,KOSPI,KBGR05KOSPI200풋,,,,,,,
1071,58GR06,KOSPI,KBGR06KOSPI200풋,,,,,,,
1072,58GR07,KOSPI,KBGR07KOSPI200풋,,,,,,,
1073,58GR08,KOSPI,KBGR08KOSPI200풋,,,,,,,
1074,58GR09,KOSPI,KBGR09KOSPI200풋,,,,,,,
1075,58GR10,KOSPI,KBGR10KOSPI200풋,,,,,,,
1076,58GR11,KOSPI,KBGR11KOSPI200풋,,,,,,,
1077,58GR12,KOSPI,KBGR12KOSPI200풋,,,,,,,
1078,58GR13,KOSPI,KBGR13KOSPI200풋,,,,,,,
1079,58GR14,KOSPI,KBGR14KOSPI200풋,,,,,,,
1080,58GR15,KOSPI,KBGR15KOSPI200풋,,,,,,,
1081,58GR16,KOSPI,KBGR16KOSPI200풋,,,,,,,
1082,58GR17,KOSPI,KBGR17KOSPI200풋,,,,,,,
1083,58GR18,KOSPI,KBGR18KOSPI200풋,,,,,,,
1084,58GR19,KOSPI,KBGR19KOSPI200풋,,,,,,,
1085,58GR20,KOSPI,KBGR20KOSPI200풋,,,,,,,
1086,58GR21,KOSPI,KBGR21KOSPI200풋,,,,,,,
1087,58GR22,KOSPI,KBGR22KOSPI200풋,,,,,,,
1088,58GR23,KOSPI,KBGR23KOSPI200풋,,,,,,,
1089,58GR24,KOSPI,KBGR24KOSPI200풋,,,,,,,
1090,58GR25,KOSPI,KBGR25KOSPI200풋,,,,,,,
1091,58GR26,KOSPI,KBGR26KOSPI200풋,,,,,,,
1092,58GR27,KOSPI,KBGR27KOSPI200풋,,,,,,,
1093,58GR28,KOSPI,KBGR28KOSPI200풋,,,,,,,
1094,58GR29,KOSPI,KBGR29KOSPI200풋,,,,,,,
1095,58GR30,KOSPI,KBGR30KOSPI200풋,,,,,,,
1097,148020,KOSPI,KBSTAR 200,,,,,,,
1098,285000,KOSPI,KBSTAR 200IT,,,,,,,
1099,361580,KOSPI,KBSTAR 200TR,,,,,,,
1100,287300,KOSPI,KBSTAR 200건설,,,,,,,
1101,287310,KOSPI,KBSTAR 200경기소비재,,,,,,,
1102,290080,KOSPI,KBSTAR 200고배당커버드콜ATM,,,,,,,
1103,284980,KOSPI,KBSTAR 200금융,,,,,,,
1104,287320,KOSPI,KBSTAR 200산업재,,,,,,,
1105,287330,KOSPI,KBSTAR 200생활소비재,,,,,,,
1106,252400,KOSPI,KBSTAR 200선물레버리지,,,,,,,
1107,252410,KOSPI,KBSTAR 200선물인버스,,,,,,,
1108,252420,KOSPI,KBSTAR 200선물인버스2X,,,,,,,
1109,284990,KOSPI,KBSTAR 200에너지화학,,,,,,,
1110,285010,KOSPI,KBSTAR 200중공업,,,,,,,
1111,285020,KOSPI,KBSTAR 200철강소재,,,,,,,
1112,315480,KOSPI,KBSTAR 200커뮤니케이션서비스,,,,,,,
1113,105780,KOSPI,KBSTAR 5대그룹주,,,,,,,
1114,290130,KOSPI,KBSTAR ESG사회책임투자,,,,,,,
1115,368200,KOSPI,KBSTAR Fn K-뉴딜디지털플러스,,,,,,,
1116,367760,KOSPI,KBSTAR Fn5G테크,,,,,,,
1117,367770,KOSPI,KBSTAR Fn수소경제테마,,,,,,,
1118,388280,KOSPI,KBSTAR Fn컨택트대표,,,,,,,
1119,326240,KOSPI,KBSTAR IT플러스,,,,,,,
1120,385560,KOSPI,KBSTAR KIS국고채30년Enhanced,,,,,,,
1121,385550,KOSPI,KBSTAR KIS단기종합채권(AA-이상)액티브,,,,,,,
1122,385540,KOSPI,KBSTAR KIS종합채권(A-이상)액티브,,,,,,,
1123,270800,KOSPI,KBSTAR KQ고배당,,,,,,,
1124,292050,KOSPI,KBSTAR KRX300,,,,,,,
1125,307010,KOSPI,KBSTAR KRX300레버리지,,,,,,,
1126,319870,KOSPI,KBSTAR KRX300미국달러선물혼합,,,,,,,
1127,342500,KOSPI,KBSTAR KRX국채선물3년10년스티프너,,,,,,,
1128,342600,KOSPI,KBSTAR KRX국채선물3년10년스티프너2X,,,,,,,
1129,342610,KOSPI,KBSTAR KRX국채선물3년10년플래트너,,,,,,,
1130,342620,KOSPI,KBSTAR KRX국채선물3년10년플래트너2X,,,,,,,
1131,403990,KOSPI,KBSTAR KRX기후변화솔루션,,,,,,,
1132,234310,KOSPI,KBSTAR V&S셀렉트밸류,,,,,,,
1133,241390,KOSPI,KBSTAR V&S셀렉트밸류채권혼합,,,,,,,
1134,401170,KOSPI,KBSTAR iSelect메타버스,,,,,,,
1135,300640,KOSPI,KBSTAR 게임테마,,,,,,,
1136,266160,KOSPI,KBSTAR 고배당,,,,,,,
1137,114100,KOSPI,KBSTAR 국고채3년,,,,,,,
1138,282000,KOSPI,KBSTAR 국고채3년선물인버스,,,,,,,
1139,295000,KOSPI,KBSTAR 국채선물10년,,,,,,,
1140,295020,KOSPI,KBSTAR 국채선물10년인버스,,,,,,,
1141,397420,KOSPI,KBSTAR 국채선물5년추종,,,,,,,
1142,397410,KOSPI,KBSTAR 국채선물5년추종인버스,,,,,,,
1143,276650,KOSPI,KBSTAR 글로벌4차산업IT(합성 H),,,,,,,
1144,375270,KOSPI,KBSTAR 글로벌데이터센터리츠나스닥(합성),,,,,,,
1145,399580,KOSPI,KBSTAR 글로벌클린에너지S&P,,,,,,,
1146,336160,KOSPI,KBSTAR 금융채액티브,,,,,,,
1147,326230,KOSPI,KBSTAR 내수주플러스,,,,,,,
1148,272560,KOSPI,KBSTAR 단기국공채액티브,,,,,,,
1149,196230,KOSPI,KBSTAR 단기통안채,,,,,,,
1150,315960,KOSPI,KBSTAR 대형고배당10TR,,,,,,,
1151,252730,KOSPI,KBSTAR 모멘텀로우볼,,,,,,,
1152,252720,KOSPI,KBSTAR 모멘텀밸류,,,,,,,
1153,379780,KOSPI,KBSTAR 미국S&P500,,,,,,,
1154,219390,KOSPI,KBSTAR 미국S&P원유생산기업(합성 H),,,,,,,
1155,354240,KOSPI,KBSTAR 미국고정배당우선증권ICE TR,,,,,,,
1156,368590,KOSPI,KBSTAR 미국나스닥100,,,,,,,
1157,267440,KOSPI,KBSTAR 미국장기국채선물(H),,,,,,,
1158,267490,KOSPI,KBSTAR 미국장기국채선물레버리지(합성 H),,,,,,,
1159,267450,KOSPI,KBSTAR 미국장기국채선물인버스(H),,,,,,,
1160,267500,KOSPI,KBSTAR 미국장기국채선물인버스2X(합성 H),,,,,,,
1161,388420,KOSPI,KBSTAR 비메모리반도체액티브,,,,,,,
1162,140570,KOSPI,KBSTAR 수출주,,,,,,,
1163,140580,KOSPI,KBSTAR 우량업종,,,,,,,
1164,379790,KOSPI,KBSTAR 유로스탁스50(H),,,,,,,
1165,183710,KOSPI,KBSTAR 주식혼합,,,,,,,
1166,310080,KOSPI,KBSTAR 중국MSCI China(H),,,,,,,
1167,174360,KOSPI,KBSTAR 중국본토대형주CSI100,,,,,,,
1168,136340,KOSPI,KBSTAR 중기우량회사채,,,,,,,
1169,281990,KOSPI,KBSTAR 중소형고배당,,,,,,,
1170,272570,KOSPI,KBSTAR 중장기국공채액티브,,,,,,,
1171,250730,KOSPI,KBSTAR 차이나HSCEI(H),,,,,,,
1172,291680,KOSPI,KBSTAR 차이나H선물인버스(H),,,,,,,
1173,371150,KOSPI,KBSTAR 차이나항셍테크,,,,,,,
1174,183700,KOSPI,KBSTAR 채권혼합,,,,,,,
1175,270810,KOSPI,KBSTAR 코스닥150,,,,,,,
1176,278240,KOSPI,KBSTAR 코스닥150선물레버리지,,,,,,,
1177,275750,KOSPI,KBSTAR 코스닥150선물인버스,,,,,,,
1178,302450,KOSPI,KBSTAR 코스피,,,,,,,
1179,361590,KOSPI,KBSTAR 코스피ex200,,,,,,,
1180,334690,KOSPI,KBSTAR 팔라듐선물(H),,,,,,,
1181,334700,KOSPI,KBSTAR 팔라듐선물인버스(H),,,,,,,
1182,253280,KOSPI,KBSTAR 헬스케어,,,,,,,
1183,253290,KOSPI,KBSTAR 헬스케어채권혼합,,,,,,,
1184,71901BB4,KOSPI,KB국민참여뉴딜,,,,,,,
1185,105560,KOSPI,KB금융,기타 금융업,-,2008-10-10,12월,윤종규,http://www.kbfg.com,서울특별시
1187,71901B92,KOSPI,KB와이즈스타부동산1A,,,,,,,
1188,71903B92,KOSPI,KB와이즈스타부동산1C-F,,,,,,,
1189,71902B92,KOSPI,KB와이즈스타부동산1C-퇴직,,,,,,,
1190,71901B9B,KOSPI,KB와이즈스타부동산3A,,,,,,,
1191,71902B9B,KOSPI,KB와이즈스타부동산3C-F,,,,,,,
1192,002380,KOSPI,KCC,기타 화학제품 제조업,"건축용단열재,내외장재,스레트,밤라이트,암면,석고보드,판유리 제조",1973-06-25,12월,"정몽진, 민병삼",http://www.kccworld.co.kr,서울특별시
1194,344820,KOSPI,KCC글라스,유리 및 유리제품 제조업,판유리 등,2020-01-21,12월,김내환,http://www.kccglass.co.kr,서울특별시
1196,009070,KOSPI,KCTC,도로 화물 운송업,"화물자동차운송,항만하역,창고보관,컨테이너조작,중량물해상운송",1978-09-29,12월,이준환,http://www.kctc.co.kr,서울특별시
1197,009440,KOSPI,KC그린홀딩스,기타 금융업,"환경방지오염시설(전기집진기,배연탈황설비,여과집진기,세정식집진기),제어장치 제조,설치",1994-11-05,12월,이태영,http://www.kcgreenholdings.com,서울특별시
1199,119650,KOSPI,KC코트렐,일반 목적용 기계 제조업,전기집진기 등,2010-01-29,12월,김태우,http://www.kc-cottrell.com/,서울특별시
1201,092220,KOSPI,KEC,반도체 제조업,반도체 제조,2006-10-16,12월,박남규 김학남,http://www.kec.co.kr,서울특별시
1203,016380,KOSPI,KG동부제철,1차 철강 제조업,"철강재(냉연강판,아연도강판,칼라강판,석도강판,선재류,강관,형강,봉강),비철금속 제조,도매",1986-02-03,12월,박성희,http://www.kgdongbusteel.co.kr,서울특별시
1204,016385,KOSPI,KG동부제철우,,,,,,,
1207,001390,KOSPI,KG케미칼,기초 화학물질 제조업,"콘크리트혼화제, 비료, 친환경농자재, 수처리제",1989-08-25,12월,"곽정현, 김재익",http://www.kgchem.co.kr,울산광역시
1210,033180,KOSPI,KH 필룩스,전자부품 제조업,"전자부품(페라이트코아,트랜스포머,데코램프) 제조/온라인정보 제공/부동산 임대",2001-12-26,12월,한우근,http://www.feelux.com,경기도
1212,75901BB7,KOSPI,KIAMCO 뉴딜인프라,,,,,,,
1213,105190,KOSPI,KINDEX 200,,,,,,,
1214,332500,KOSPI,KINDEX 200TR,,,,,,,
1215,368470,KOSPI,KINDEX Fn K-뉴딜디지털플러스,,,,,,,
1216,380340,KOSPI,KINDEX Fn5G플러스,,,,,,,
1217,226380,KOSPI,KINDEX Fn성장소비주도주,,,,,,,
1218,356540,KOSPI,KINDEX KIS종합채권(AA-이상)액티브,,,,,,,
1219,277540,KOSPI,KINDEX S&P아시아TOP50,,,,,,,
1220,225130,KOSPI,KINDEX 골드선물 레버리지(합성 H),,,,,,,
1221,365780,KOSPI,KINDEX 국고채10년,,,,,,,
1222,114460,KOSPI,KINDEX 국고채3년,,,,,,,
1223,299070,KOSPI,KINDEX 국채선물10년인버스,,,,,,,
1224,299080,KOSPI,KINDEX 국채선물3년인버스,,,,,,,
1225,190620,KOSPI,KINDEX 단기통안채,,,,,,,
1226,265690,KOSPI,KINDEX 러시아MSCI(합성),,,,,,,
1227,152500,KOSPI,KINDEX 레버리지,,,,,,,
1228,291130,KOSPI,KINDEX 멕시코MSCI(합성),,,,,,,
1229,342140,KOSPI,KINDEX 모닝스타싱가포르리츠채권혼합,,,,,,,
1230,280320,KOSPI,KINDEX 미국IT인터넷S&P(합성 H),,,,,,,
1231,360200,KOSPI,KINDEX 미국S&P500,,,,,,,
1232,309230,KOSPI,KINDEX 미국WideMoat가치주,,,,,,,
1233,402970,KOSPI,KINDEX 미국고배당S&P,,,,,,,
1234,367380,KOSPI,KINDEX 미국나스닥100,,,,,,,
1235,181480,KOSPI,KINDEX 미국다우존스리츠(합성 H),,,,,,,
1236,391590,KOSPI,KINDEX 미국스팩&IPO INDXX,,,,,,,
1237,391600,KOSPI,KINDEX 미국친환경그린테마INDXX,,,,,,,
1238,143460,KOSPI,KINDEX 밸류대형,,,,,,,
1239,245710,KOSPI,KINDEX 베트남VN30(합성),,,,,,,
1240,371130,KOSPI,KINDEX 블룸버그베트남VN30선물레버리지(H),,,,,,,
1241,131890,KOSPI,KINDEX 삼성그룹동일가중,,,,,,,
1242,108450,KOSPI,KINDEX 삼성그룹섹터가중,,,,,,,
1243,322130,KOSPI,KINDEX 스마트로우볼,,,,,,,
1244,272220,KOSPI,KINDEX 스마트모멘텀,,,,,,,
1245,272230,KOSPI,KINDEX 스마트밸류,,,,,,,
1246,322120,KOSPI,KINDEX 스마트퀄리티,,,,,,,
1247,322150,KOSPI,KINDEX 스마트하이베타,,,,,,,
1248,316300,KOSPI,KINDEX 싱가포르리츠,,,,,,,
1249,256440,KOSPI,KINDEX 인도네시아MSCI(합성),,,,,,,
1250,145670,KOSPI,KINDEX 인버스,,,,,,,
1251,238720,KOSPI,KINDEX 일본Nikkei225(H),,,,,,,
1252,196030,KOSPI,KINDEX 일본TOPIX레버리지(H),,,,,,,
1253,205720,KOSPI,KINDEX 일본TOPIX인버스(합성 H),,,,,,,
1254,168580,KOSPI,KINDEX 중국본토CSI300,,,,,,,
1255,219900,KOSPI,KINDEX 중국본토CSI300레버리지(합성),,,,,,,
1256,272910,KOSPI,KINDEX 중장기국공채액티브,,,,,,,
1257,371870,KOSPI,KINDEX 차이나항셍테크,,,,,,,
1258,251890,KOSPI,KINDEX 코스닥(합성),,,,,,,
1259,354500,KOSPI,KINDEX 코스닥150,,,,,,,
1260,305050,KOSPI,KINDEX 코스피,,,,,,,
1261,261920,KOSPI,KINDEX 필리핀MSCI(합성),,,,,,,
1262,001940,KOSPI,KISCO홀딩스,1차 철강 제조업,지주사업,1989-11-13,12월,"장세홍, 이병제 (각자대표)",http://www.kiscoholdings.co.kr,경상남도
1266,069500,KOSPI,KODEX 200,,,,,,,
1267,226980,KOSPI,KODEX 200 중소형,,,,,,,
1268,337160,KOSPI,KODEX 200ESG,,,,,,,
1269,363580,KOSPI,KODEX 200IT TR,,,,,,,
1270,278530,KOSPI,KODEX 200TR,,,,,,,
1271,337150,KOSPI,KODEX 200exTOP,,,,,,,
1272,223190,KOSPI,KODEX 200가치저변동,,,,,,,
1273,252650,KOSPI,KODEX 200동일가중,,,,,,,
1274,360140,KOSPI,KODEX 200롱코스닥150숏선물,,,,,,,
1275,284430,KOSPI,KODEX 200미국채혼합,,,,,,,
1276,252670,KOSPI,KODEX 200선물인버스2X,,,,,,,
1277,305720,KOSPI,KODEX 2차전지산업,,,,,,,
1278,271060,KOSPI,KODEX 3대농산물선물(H),,,,,,,
1279,368680,KOSPI,KODEX Fn K-뉴딜디지털플러스,,,,,,,
1280,395170,KOSPI,KODEX Fn Top10동일가중,,,,,,,
1281,337120,KOSPI,KODEX Fn멀티팩터,,,,,,,
1282,325010,KOSPI,KODEX Fn성장,,,,,,,
1283,395160,KOSPI,KODEX Fn시스템반도체,,,,,,,
1284,395150,KOSPI,KODEX Fn웹툰&드라마,,,,,,,
1285,266370,KOSPI,KODEX IT,,,,,,,
1286,401470,KOSPI,KODEX K-메타버스액티브,,,,,,,
1287,385520,KOSPI,KODEX K-미래차액티브,,,,,,,
1288,385510,KOSPI,KODEX K-신재생에너지액티브,,,,,,,
1289,373490,KOSPI,KODEX K-이노베이션액티브,,,,,,,
1290,292190,KOSPI,KODEX KRX300,,,,,,,
1291,306950,KOSPI,KODEX KRX300레버리지,,,,,,,
1292,404260,KOSPI,KODEX KRX기후변화솔루션,,,,,,,
1293,229720,KOSPI,KODEX KTOP30,,,,,,,
1294,291890,KOSPI,KODEX MSCI EM선물(H),,,,,,,
1295,289040,KOSPI,KODEX MSCI KOREA ESG유니버설,,,,,,,
1296,156080,KOSPI,KODEX MSCI Korea,,,,,,,
1297,278540,KOSPI,KODEX MSCI Korea TR,,,,,,,
1298,275280,KOSPI,KODEX MSCI모멘텀,,,,,,,
1299,275290,KOSPI,KODEX MSCI밸류,,,,,,,
1300,275300,KOSPI,KODEX MSCI퀄리티,,,,,,,
1301,269420,KOSPI,KODEX S&P글로벌인프라(합성),,,,,,,
1302,329650,KOSPI,KODEX TRF3070,,,,,,,
1303,329660,KOSPI,KODEX TRF5050,,,,,,,
1304,329670,KOSPI,KODEX TRF7030,,,,,,,
1305,352540,KOSPI,KODEX TSE일본리츠(H),,,,,,,
1306,315930,KOSPI,KODEX Top5PlusTR,,,,,,,
1307,261220,KOSPI,KODEX WTI원유선물(H),,,,,,,
1308,271050,KOSPI,KODEX WTI원유선물인버스(H),,,,,,,
1309,117700,KOSPI,KODEX 건설,,,,,,,
1310,300950,KOSPI,KODEX 게임산업,,,,,,,
1311,266390,KOSPI,KODEX 경기소비재,,,,,,,
1312,279530,KOSPI,KODEX 고배당,,,,,,,
1313,132030,KOSPI,KODEX 골드선물(H),,,,,,,
1314,280940,KOSPI,KODEX 골드선물인버스(H),,,,,,,
1315,138910,KOSPI,KODEX 구리선물(H),,,,,,,
1316,114260,KOSPI,KODEX 국고채3년,,,,,,,
1317,152380,KOSPI,KODEX 국채선물10년,,,,,,,
1318,176950,KOSPI,KODEX 국채선물10년인버스,,,,,,,
1319,292770,KOSPI,KODEX 국채선물3년인버스,,,,,,,
1320,276990,KOSPI,KODEX 글로벌4차산업로보틱스(합성),,,,,,,
1321,102960,KOSPI,KODEX 기계장비,,,,,,,
1322,352560,KOSPI,KODEX 다우존스미국리츠(H),,,,,,,
1323,273140,KOSPI,KODEX 단기변동금리부채권액티브,,,,,,,
1324,153130,KOSPI,KODEX 단기채권,,,,,,,
1325,214980,KOSPI,KODEX 단기채권PLUS,,,,,,,
1326,122630,KOSPI,KODEX 레버리지,,,,,,,
1327,321410,KOSPI,KODEX 멀티에셋하이인컴(H),,,,,,,
1328,244620,KOSPI,KODEX 모멘텀Plus,,,,,,,
1329,314250,KOSPI,KODEX 미국FANG플러스(H),,,,,,,
1330,379800,KOSPI,KODEX 미국S&P500TR,,,,,,,
1331,219480,KOSPI,KODEX 미국S&P500선물(H),,,,,,,
1332,276970,KOSPI,KODEX 미국S&P고배당커버드콜(합성 H),,,,,,,
1333,185680,KOSPI,KODEX 미국S&P바이오(합성),,,,,,,
1334,200030,KOSPI,KODEX 미국S&P산업재(합성),,,,,,,
1335,218420,KOSPI,KODEX 미국S&P에너지(합성),,,,,,,
1336,379810,KOSPI,KODEX 미국나스닥100TR,,,,,,,
1337,304940,KOSPI,KODEX 미국나스닥100선물(H),,,,,,,
1338,261240,KOSPI,KODEX 미국달러선물,,,,,,,
1339,261250,KOSPI,KODEX 미국달러선물레버리지,,,,,,,
